id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,Combination_Count
KR2018041233,"['perindopril', 'atorvastatin calcium']","['DB00790', 'DB01076']","['CID107807', 'CID60822']",cardiovascular disorders,Certain specified forms of heart disease,DB00790,DB01076,1
KR2018042135,"['propafenone hydrochloride', 'ibuprofen']","['DB01182', 'DB01050']","['CID36708', 'CID3672']",arrhythmia,Diseases of the circulatory system,DB01182,DB01050,1
KR2018042135,"['propafenone hydrochloride', 'ibuprofen']","['DB01182', 'DB01050']","['CID36708', 'CID3672']",axial spondyloarthritis radiographic (ankylosing spondylitis),Conditions associated with the spine,DB01182,DB01050,1
KR2018042135,"['propafenone hydrochloride', 'ibuprofen']","['DB01182', 'DB01050']","['CID36708', 'CID3672']",fever,"General symptoms, signs or clinical findings",DB01182,DB01050,2
KR2018042135,"['propafenone hydrochloride', 'ibuprofen']","['DB01182', 'DB01050']","['CID36708', 'CID3672']",osteoarthritis,Arthropathies,DB01182,DB01050,1
KR2018042135,"['propafenone hydrochloride', 'ibuprofen']","['DB01182', 'DB01050']","['CID36708', 'CID3672']",patent ductus arteriosus,Cardiovascular disorders present in the perinatal or neonatal period,DB01182,DB01050,1
KR2018042135,"['propafenone hydrochloride', 'ibuprofen']","['DB01182', 'DB01050']","['CID36708', 'CID3672']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB01182,DB01050,1
KR2018059390,"['ibuprofen', 'ascorbic acid']","['DB01050', 'DB00126']","['CID3672', '-1']",joint disorder temporomandibular,Diseases or disorders of orofacial complex,DB01050,DB00126,1
KR2018059390,"['ibuprofen', 'ascorbic acid']","['DB01050', 'DB00126']","['CID3672', '-1']",pain,"General symptoms, signs or clinical findings",DB01050,DB00126,1
KR2018094512,"['paracetamol', 'tadalafil']","['DB00316', 'DB00820']","['CID1983', 'CID110635']",urinary frequency,Diseases of the genitourinary system,DB00316,DB00820,2
KR2018097551,"['desmopressin acetate', 'imidafenacin']","['DB00035', 'DB09262']","['CID9833407', 'CID6433090']",nocturia (nycturia),Diseases of the genitourinary system,DB00035,DB09262,1
KR2018106645,"['gemcitabine hydrochloride', 'tioguanine']","['DB00441', 'DB00352']","['CID60750', '-1']",cancer pancreas,Diseases of pancreas,DB00441,DB00352,1
KR2018110826,"['paracetamol', 'ibuprofen']","['DB00316', 'DB01050']","['CID1983', 'CID3672']",common cold,Upper respiratory tract disorders,DB00316,DB01050,1
KR2018110826,"['paracetamol', 'ibuprofen']","['DB00316', 'DB01050']","['CID1983', 'CID3672']",influenza,Diseases of the respiratory system,DB00316,DB01050,1
KR2018110826,"['paracetamol', 'ibuprofen']","['DB00316', 'DB01050']","['CID1983', 'CID3672']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB00316,DB01050,1
KR2018112139,"['bazedoxifene acetate', 'cholecalciferol']","['DB06401', 'DB00169']","['CID154256', 'CID5280795']",osteoporosis,Osteopathies or chondropathies,DB06401,DB00169,2
KR2018117913,"['alpha-lipoic acid', 'metformin hydrochloride']","['DB00166', 'DB00331']","['CID864', 'CID14219']",asthma,Allergic or hypersensitivity conditions,DB00166,DB00331,1
KR2018117913,"['alpha-lipoic acid', 'metformin hydrochloride']","['DB00166', 'DB00331']","['CID864', 'CID14219']",coronary artery disease,Diseases of the circulatory system,DB00166,DB00331,1
KR2018117913,"['alpha-lipoic acid', 'metformin hydrochloride']","['DB00166', 'DB00331']","['CID864', 'CID14219']",dermatitis,Inflammatory dermatoses,DB00166,DB00331,2
KR2018117913,"['alpha-lipoic acid', 'metformin hydrochloride']","['DB00166', 'DB00331']","['CID864', 'CID14219']",glomerulonephritis,Diseases of the urinary system,DB00166,DB00331,1
KR2018117913,"['alpha-lipoic acid', 'metformin hydrochloride']","['DB00166', 'DB00331']","['CID864', 'CID14219']",inflammatory bowel disease,Diseases of the digestive system,DB00166,DB00331,1
KR2018117913,"['alpha-lipoic acid', 'metformin hydrochloride']","['DB00166', 'DB00331']","['CID864', 'CID14219']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB00166,DB00331,1
KR2018117913,"['alpha-lipoic acid', 'metformin hydrochloride']","['DB00166', 'DB00331']","['CID864', 'CID14219']",transplant rejection,Postprocedural disorders of eye or ocular adnexa,DB00166,DB00331,1
KR2018119025,"['solifenacin succinate', 'tadalafil']","['DB01591', 'DB00820']","['CID216457', 'CID110635']",erectile dysfunction,Conditions related to sexual health,DB01591,DB00820,1
KR2018119025,"['solifenacin succinate', 'tadalafil']","['DB01591', 'DB00820']","['CID216457', 'CID110635']",incontinence urinary,"Symptoms, signs or clinical findings of the genitourinary system",DB01591,DB00820,1
KR2018121060,"['cilostazol', 'pravastatin sodium']","['DB01166', 'DB00175']","['CID2754', 'CID54687']",coronary artery disease,Diseases of the circulatory system,DB01166,DB00175,2
KR2018121061,"['cilostazol', 'losartan potassium']","['DB01166', 'DB00678']","['CID2754', 'CID11751549']",ischemia myocardia,Diseases of the circulatory system,DB01166,DB00678,1
KR2018137248,"['temozolomide', 'niclosamide']","['DB00853', 'DB06803']","['CID5394', 'CID4477']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00853,DB06803,1
KR2019003247,"['naltrexone hydrochloride', 'cyanocobalamin']","['DB00704', 'DB00115']","['CID5485201', 'CID16212801']",dysmenorrhea,Diseases of the female genital system,DB00704,DB00115,2
KR2019013509,"['nebivolol', 'sacubitril']","['DB04861', 'DB09292']","['CID71301', 'CID9811834']",chronic heart failure,Heart failure,DB04861,DB09292,1
KR2019013509,"['nebivolol', 'sacubitril']","['DB04861', 'DB09292']","['CID71301', 'CID9811834']",hypertension,Hypertensive diseases,DB04861,DB09292,1
KR2019016525,"['temozolomide', 'niclosamide']","['DB00853', 'DB06803']","['CID5394', 'CID4477']",glioblastoma,Neoplasms of brain or central nervous system,DB00853,DB06803,1
KR2019019489,"['doxorubicin hydrochloride', 'decitabine']","['DB00997', 'DB01262']","['CID31703', 'CID451668']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00997,DB01262,4
KR2019024129,"['bortezomib', 'panobinostat lactate']","['DB00188', 'DB06603']","['CID387447', 'CID23725423']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00188,DB06603,1
KR2019035668,"['dexamethasone', 'methotrexate']","['DB01234', 'DB00563']","['CID5743', 'CID126941']",arteriosclerosis,Diseases of arteries or arterioles,DB01234,DB00563,1
KR2019035668,"['dexamethasone', 'methotrexate']","['DB01234', 'DB00563']","['CID5743', 'CID126941']",asthma,Allergic or hypersensitivity conditions,DB01234,DB00563,2
KR2019035668,"['dexamethasone', 'methotrexate']","['DB01234', 'DB00563']","['CID5743', 'CID126941']",bronchitis,Certain lower respiratory tract diseases,DB01234,DB00563,1
KR2019035668,"['dexamethasone', 'methotrexate']","['DB01234', 'DB00563']","['CID5743', 'CID126941']",cystitis,Diseases of the urinary system,DB01234,DB00563,1
KR2019035668,"['dexamethasone', 'methotrexate']","['DB01234', 'DB00563']","['CID5743', 'CID126941']",inflammatory bowel disease,Diseases of the digestive system,DB01234,DB00563,1
KR2019035668,"['dexamethasone', 'methotrexate']","['DB01234', 'DB00563']","['CID5743', 'CID126941']",pain chronic,"General symptoms, signs or clinical findings",DB01234,DB00563,1
KR2019035668,"['dexamethasone', 'methotrexate']","['DB01234', 'DB00563']","['CID5743', 'CID126941']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB01234,DB00563,1
KR2019039735,"['diclofenac sodium', 'ivermectin']","['DB00586', 'DB00602']","['CID5018304', 'CID9812710']",rosacea,Dermatoses provoked by physical or environmental factors,DB00586,DB00602,1
KR2019039951,"['ponatinib', 'cobimetinib']","['DB08901', 'DB05239']","['CID24826799', 'CID16222096']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB08901,DB05239,1
KR2019054339,"['clopidogrel bisulfate', 'rosuvastatin calcium']","['DB00758', 'DB01098']","['CID115366', 'CID5282455']",atherosclerosis,Diseases of arteries or arterioles,DB00758,DB01098,1
KR2019054339,"['clopidogrel bisulfate', 'rosuvastatin calcium']","['DB00758', 'DB01098']","['CID115366', 'CID5282455']",myocardial infarction,Ischaemic heart diseases,DB00758,DB01098,3
KR2019073707,"['dasatinib', 'vemurafenib']","['DB01254', 'DB08881']","['CID3062316', 'CID42611257']",cancer thyroid anaplastic,Endocrine diseases,DB01254,DB08881,1
KR2019075702,"['niacin', 'ascorbic acid']","['DB00627', 'DB00126']","['CID938', '-1']",diabetes,Endocrine diseases,DB00627,DB00126,1
KR2019089768,"['tamsulosin hydrochloride', 'mirabegron']","['DB00706', 'DB08893']","['CID129211', 'CID9865528']",pain abdominal,"Symptoms, signs or clinical findings, not elsewhere classified",DB00706,DB08893,1
KR2019089768,"['tamsulosin hydrochloride', 'mirabegron']","['DB00706', 'DB08893']","['CID129211', 'CID9865528']",urolithiasis,Diseases of the urinary system,DB00706,DB08893,1
KR2019115812,"['sulfasalazine', 'pioglitazone']","['DB00795', 'DB01132']","['CID5353980', 'CID4829']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00795,DB01132,1
KR2020013683,"['buprenorphine hydrochloride', 'morphine hydrochloride']","['DB00921', 'DB00295']","['CID3033050', 'CID5464110']",pain,"General symptoms, signs or clinical findings",DB00921,DB00295,1
KR2020014289,"['pramipexole hydrochloride', 'ondansetron hydrochloride']","['DB00413', 'DB00904']","['-1', 'CID68647']",major depression,Mood disorders,DB00413,DB00904,1
US10016486,"['metformin hydrochloride', 'trans-resveratrol']","['DB00331', 'DB02709']","['CID14219', 'CID445154']",hypersensitivity,Disorders of lymphocyte number,DB00331,DB02709,1
US10016486,"['metformin hydrochloride', 'trans-resveratrol']","['DB00331', 'DB02709']","['CID14219', 'CID445154']",pain chronic,"General symptoms, signs or clinical findings",DB00331,DB02709,1
US10045944,"['clomipramine hydrochloride', 'sildenafil citrate']","['DB01242', 'DB00203']","['CID68539', 'CID62853']",premature ejaculation,Diseases of the male genital system,DB01242,DB00203,1
US10046052,"['paracetamol', 'cetirizine hydrochloride']","['DB00316', 'DB00341']","['CID1983', 'CID55182']",common cold,Upper respiratory tract disorders,DB00316,DB00341,1
US10046052,"['paracetamol', 'cetirizine hydrochloride']","['DB00316', 'DB00341']","['CID1983', 'CID55182']",cough,"Symptoms, signs or clinical findings, not elsewhere classified",DB00316,DB00341,1
US10046052,"['paracetamol', 'cetirizine hydrochloride']","['DB00316', 'DB00341']","['CID1983', 'CID55182']",influenza,Diseases of the respiratory system,DB00316,DB00341,1
US10046052,"['paracetamol', 'cetirizine hydrochloride']","['DB00316', 'DB00341']","['CID1983', 'CID55182']",sinusitis,Allergic or hypersensitivity conditions,DB00316,DB00341,1
US10118055,"['hydrocortisone', 'pramoxine hydrochloride']","['DB00741', 'DB09345']","['CID5754', 'CID73957']",pruritus,Sensory and psychological disorders affecting the skin,DB00741,DB09345,1
US10150792,"['levodopa', 'carbidopa']","['DB01235', 'DB00190']","['CID6047', '-1']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01235,DB00190,1
US10150792,"['levodopa', 'carbidopa']","['DB01235', 'DB00190']","['CID6047', '-1']",hypothyroidism,Endocrine diseases,DB01235,DB00190,1
US10150792,"['levodopa', 'carbidopa']","['DB01235', 'DB00190']","['CID6047', '-1']",ulcerative colitis,Inflammatory bowel diseases,DB01235,DB00190,1
US10179109,"['promethazine hydrochloride', 'sumatriptan succinate']","['DB01069', 'DB00669']","['CID6014', 'CID5358']",cluster headache,Focal or segmental autonomic disorders,DB01069,DB00669,1
US10179109,"['promethazine hydrochloride', 'sumatriptan succinate']","['DB01069', 'DB00669']","['CID6014', 'CID5358']",migraine,Headache disorders,DB01069,DB00669,1
US10179109,"['promethazine hydrochloride', 'sumatriptan succinate']","['DB01069', 'DB00669']","['CID6014', 'CID5358']",nausea and vomiting,"Symptoms, signs or clinical findings, not elsewhere classified",DB01069,DB00669,3
US10195203,"['telmisartan', 'linagliptin']","['DB00966', 'DB08882']","['CID65999', 'CID10096344']",diabetic nephropathy,Chronic kidney disease,DB00966,DB08882,1
US10201541,"['dasabuvir', 'ombitasvir']","['DB09183', 'DB09296']","['CID56640146', 'CID54767916']",hepatitis c (hcv),Diseases of the digestive system,DB09183,DB09296,3
US10238689,"['mitomycin', 'cisplatin']","['DB00305', 'DB00515']","['CID5746', 'CID5702198']",infection bacterial,Other bacterial diseases,DB00305,DB00515,2
US10258611,"['riluzole', 'ibudilast']","['DB00740', 'DB05266']","['CID5070', 'CID3671']",dementia alzheimer type,Neurocognitive disorders,DB00740,DB05266,1
US10258611,"['riluzole', 'ibudilast']","['DB00740', 'DB05266']","['CID5070', 'CID3671']",multiple sclerosis,Multiple sclerosis or other white matter disorders,DB00740,DB05266,1
US10258611,"['riluzole', 'ibudilast']","['DB00740', 'DB05266']","['CID5070', 'CID3671']",parkinson's disease,Movement disorders,DB00740,DB05266,1
US10265309,"['fentanyl', 'naloxone hydrochloride']","['DB00813', 'DB01183']","['CID3345', 'CID5464092']",pain,"General symptoms, signs or clinical findings",DB00813,DB01183,2
US10307485,"['pseudoephedrine hydrochloride', 'ephedrine sulfate']","['DB00852', 'DB01364']","['CID7028', 'CID5359318']",allergy,Allergic or hypersensitivity conditions,DB00852,DB01364,1
US10307485,"['pseudoephedrine hydrochloride', 'ephedrine sulfate']","['DB00852', 'DB01364']","['CID7028', 'CID5359318']",cough,"Symptoms, signs or clinical findings, not elsewhere classified",DB00852,DB01364,1
US10307485,"['pseudoephedrine hydrochloride', 'ephedrine sulfate']","['DB00852', 'DB01364']","['CID7028', 'CID5359318']",pain,"General symptoms, signs or clinical findings",DB00852,DB01364,1
US10376470,"['ezetimibe', 'rosuvastatin calcium']","['DB00973', 'DB01098']","['CID150311', 'CID5282455']",congestive heart failure,Heart failure,DB00973,DB01098,1
US10376484,"['trans-resveratrol', 'bezafibrate']","['DB02709', 'DB01393']","['CID445154', 'CID39042']",amyotrophic lateral sclerosis,Motor neuron diseases or related disorders,DB02709,DB01393,1
US10376484,"['trans-resveratrol', 'bezafibrate']","['DB02709', 'DB01393']","['CID445154', 'CID39042']",ataxia friedreich,Degenerative myelopathic disorders,DB02709,DB01393,1
US10376484,"['trans-resveratrol', 'bezafibrate']","['DB02709', 'DB01393']","['CID445154', 'CID39042']",charcot-marie-tooth disease,Hereditary neuropathy,DB02709,DB01393,1
US10376484,"['trans-resveratrol', 'bezafibrate']","['DB02709', 'DB01393']","['CID445154', 'CID39042']",dementia alzheimer type,Neurocognitive disorders,DB02709,DB01393,1
US10376484,"['trans-resveratrol', 'bezafibrate']","['DB02709', 'DB01393']","['CID445154', 'CID39042']",diabetes type 2,Endocrine diseases,DB02709,DB01393,1
US10376484,"['trans-resveratrol', 'bezafibrate']","['DB02709', 'DB01393']","['CID445154', 'CID39042']",down syndrome,Syndromic conditions with disorders of intellectual development as a relevant clinical feature,DB02709,DB01393,1
US10376484,"['trans-resveratrol', 'bezafibrate']","['DB02709', 'DB01393']","['CID445154', 'CID39042']",huntington's disease,Movement disorders,DB02709,DB01393,2
US10376484,"['trans-resveratrol', 'bezafibrate']","['DB02709', 'DB01393']","['CID445154', 'CID39042']",obesity,Nutritional disorders,DB02709,DB01393,1
US10383816,"['cannabidiol', 'apomorphine hydrochloride']","['DB09061', 'DB00714']","['CID644019', 'CID9410']",injury head,Injuries of the nervous system,DB09061,DB00714,1
US10383816,"['cannabidiol', 'apomorphine hydrochloride']","['DB09061', 'DB00714']","['CID644019', 'CID9410']",palsy cerebral,Diseases of the nervous system,DB09061,DB00714,2
US10383816,"['cannabidiol', 'apomorphine hydrochloride']","['DB09061', 'DB00714']","['CID644019', 'CID9410']",parkinson's disease,Movement disorders,DB09061,DB00714,1
US10383816,"['cannabidiol', 'apomorphine hydrochloride']","['DB09061', 'DB00714']","['CID644019', 'CID9410']",spasticity,"Symptoms, signs or clinical findings of the musculoskeletal system",DB09061,DB00714,1
US10383821,"['colchicine', 'carvedilol phosphate']","['DB01394', 'DB01136']","['CID23890', 'CID9827459']",amyloidosis,Metabolic disorders,DB01394,DB01136,2
US10383821,"['colchicine', 'carvedilol phosphate']","['DB01394', 'DB01136']","['CID23890', 'CID9827459']",behcet's disease,Diseases of the immune system,DB01394,DB01136,2
US10383821,"['colchicine', 'carvedilol phosphate']","['DB01394', 'DB01136']","['CID23890', 'CID9827459']",cirrhosis,Diseases of liver,DB01394,DB01136,2
US10383821,"['colchicine', 'carvedilol phosphate']","['DB01394', 'DB01136']","['CID23890', 'CID9827459']",fibrillation atrial,Cardiac arrhythmia,DB01394,DB01136,2
US10383821,"['colchicine', 'carvedilol phosphate']","['DB01394', 'DB01136']","['CID23890', 'CID9827459']",gout,Arthropathies,DB01394,DB01136,2
US10383821,"['colchicine', 'carvedilol phosphate']","['DB01394', 'DB01136']","['CID23890', 'CID9827459']",pericarditis,Diseases of the circulatory system,DB01394,DB01136,2
US10543184,"['aciclovir', 'celecoxib']","['DB00787', 'DB00482']","['CID2022', 'CID2662']",chronic fatigue syndrome,Other disorders of the nervous system,DB00787,DB00482,1
US10543184,"['aciclovir', 'celecoxib']","['DB00787', 'DB00482']","['CID2022', 'CID2662']",fibromyalgia,"General symptoms, signs or clinical findings",DB00787,DB00482,2
US10548855,"['memantine hydrochloride', 'palonosetron hydrochloride']","['DB01043', 'DB00377']","['CID181458', '-1']",dementia alzheimer type,Neurocognitive disorders,DB01043,DB00377,1
US10555932,"['dexmedetomidine hydrochloride', 'chlorpromazine']","['DB00633', 'DB00477']","['CID6918081', 'CID2726']",pain neuropathic,Other disorders of the nervous system,DB00633,DB00477,1
US10610503,"['lidocaine hydrochloride', 'diclofenac sodium']","['DB00281', 'DB00586']","['CID6314', 'CID5018304']",osteoarthritis,Arthropathies,DB00281,DB00586,1
US10610503,"['lidocaine hydrochloride', 'diclofenac sodium']","['DB00281', 'DB00586']","['CID6314', 'CID5018304']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB00281,DB00586,1
US10624867,"['gabapentin', 'ibuprofen']","['DB00996', 'DB01050']","['CID3446', 'CID3672']",pain,"General symptoms, signs or clinical findings",DB00996,DB01050,1
US10632064,"['cannabidiol', 'fampridine']","['DB09061', 'DB06637']","['CID644019', 'CID1727']",palsy cerebral,Diseases of the nervous system,DB09061,DB06637,2
US10632064,"['cannabidiol', 'fampridine']","['DB09061', 'DB06637']","['CID644019', 'CID1727']",peripheral neuropathy,"Disorders of nerve root, plexus or peripheral nerves",DB09061,DB06637,1
US10632064,"['cannabidiol', 'fampridine']","['DB09061', 'DB06637']","['CID644019', 'CID1727']",spasticity,"Symptoms, signs or clinical findings of the musculoskeletal system",DB09061,DB06637,1
US20020188008,"['pantoprazole sodium', 'pantoprazole magnesium']","['DB00213', 'DB00213']","['CID4679', 'CID71587624']",peptic ulcer disease and related disorders,Diseases of the digestive system,DB00213,DB00213,1
US20030077323,"['amoxicillin trihydrate', 'clarithromycin']","['DB01060', 'DB01211']","['CID62883', 'CID84029']",infection bacterial,Other bacterial diseases,DB01060,DB01211,1
US20050148673,"['ketamine hydrochloride', 'clonidine']","['DB01221', 'DB00575']","['CID15851', 'CID2803']",pain chronic,"General symptoms, signs or clinical findings",DB01221,DB00575,1
US20050176680,"['fluoxetine hydrochloride', 'eszopiclone']","['DB00472', 'DB00402']","['CID62857', 'CID969472']",insomnia,Sleep-wake disorders,DB00472,DB00402,1
US20050182049,"['gabapentin', 'pregabalin']","['DB00996', 'DB00230']","['CID3446', 'CID5486971']",anxiety disorder,"Mental, behavioural or neurodevelopmental disorders",DB00996,DB00230,2
US20050182049,"['gabapentin', 'pregabalin']","['DB00996', 'DB00230']","['CID3446', 'CID5486971']",depression,Mood disorders,DB00996,DB00230,1
US20050282788,"['1,25-dihydroxyvitamin-d3', 'clobetasol propionate']","['DB00136', 'DB01013']","['CID5280453', 'CID32798']",psoriasis,Inflammatory dermatoses,DB00136,DB01013,1
US20060039866,"['zonisamide', 'mirtazapine']","['DB00909', 'DB00370']","['CID5734', 'CID4205']",sleep apnea,"Mental, behavioural or neurodevelopmental disorders",DB00909,DB00370,3
US20060058283,"['ubidecarenone', 'ezetimibe']","['DB09270', 'DB00973']","['CID5281915', 'CID150311']",atherosclerosis,Diseases of arteries or arterioles,DB09270,DB00973,1
US20060058283,"['ubidecarenone', 'ezetimibe']","['DB09270', 'DB00973']","['CID5281915', 'CID150311']",coronary artery disease,Diseases of the circulatory system,DB09270,DB00973,1
US20060079515,"['bosutinib', 'neratinib']","['DB06616', 'DB11828']","['CID5328940', 'CID9915743']",polycystic kidney autosomal dominant,Chronic tubulo-interstitial nephritis,DB06616,DB11828,1
US20060079515,"['bosutinib', 'neratinib']","['DB06616', 'DB11828']","['CID5328940', 'CID9915743']",renal disorders,Diseases of the urinary system,DB06616,DB11828,1
US20060122127,"['zonisamide', 'mirtazapine']","['DB00909', 'DB00370']","['CID5734', 'CID4205']",depression,Mood disorders,DB00909,DB00370,1
US20060122127,"['zonisamide', 'mirtazapine']","['DB00909', 'DB00370']","['CID5734', 'CID4205']",pain,"General symptoms, signs or clinical findings",DB00909,DB00370,1
US20060122220,"['tipranavir', 'maraviroc']","['DB00932', 'DB04835']","['CID54682461', 'CID3002977']",infection hiv,Diseases of the genitourinary system,DB00932,DB04835,1
US20060178387,"['capecitabine', 'erlotinib hydrochloride']","['DB01101', 'DB00530']","['CID60953', 'CID176871']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01101,DB00530,1
US20060276404,"['diflunisal', 'boceprevir']","['DB00861', 'DB08873']","['CID3059', 'CID10324367']",hepatitis c (hcv),Diseases of the digestive system,DB00861,DB08873,1
US20060276549,"['sibutramine hydrochloride monohydrate', 'rimonabant']","['DB01105', 'DB06155']","['-1', 'CID104850']",obesity,Nutritional disorders,DB01105,DB06155,1
US20070026054,"['levodopa', 'selegiline hydrochloride']","['DB01235', 'DB01037']","['CID6047', '-1']",parkinson's disease,Movement disorders,DB01235,DB01037,1
US20070042014,"['loxapine succinate', 'escitalopram oxalate']","['DB00408', 'DB01175']","['CID71399', 'CID146571']",anxiety disorder,"Mental, behavioural or neurodevelopmental disorders",DB00408,DB01175,1
US20070042014,"['loxapine succinate', 'escitalopram oxalate']","['DB00408', 'DB01175']","['CID71399', 'CID146571']",depression,Mood disorders,DB00408,DB01175,1
US20070082856,"['doxorubicin hydrochloride', 'trabectedin']","['DB00997', 'DB05109']","['CID31703', 'CID108150']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00997,DB05109,1
US20070082857,"['tobramycin', 'bromfenac']","['DB00684', 'DB00963']","['CID36294', 'CID60726']",infection bacterial,Other bacterial diseases,DB00684,DB00963,1
US20070088079,"['doxepin hydrochloride', 'ramelteon']","['DB01142', 'DB00980']","['-1', 'CID208902']",sleep disorder,"Mental, behavioural or neurodevelopmental disorders",DB01142,DB00980,2
US20070185124,"['etoposide', 'dexrazoxane hydrochloride']","['DB00773', 'DB00380']","['CID36462', 'CID6918223']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00773,DB00380,1
US20070292507,"['diltiazem hydrochloride', 'thiamine hydrochloride']","['DB00343', 'DB00152']","['CID62920', 'CID6202']",liver diseases,Diseases of the digestive system,DB00343,DB00152,1
US20080021074,"['tizanidine hydrochloride', 'modafinil']","['DB00697', 'DB00745']","['CID114869', 'CID4236']",muscle wasting,Soft tissue disorders,DB00697,DB00745,1
US20080021074,"['tizanidine hydrochloride', 'modafinil']","['DB00697', 'DB00745']","['CID114869', 'CID4236']",pain,"General symptoms, signs or clinical findings",DB00697,DB00745,1
US20080021075,"['gabapentin', 'pramipexole hydrochloride']","['DB00996', 'DB00413']","['CID3446', '-1']",fibromyalgia,"General symptoms, signs or clinical findings",DB00996,DB00413,2
US20080021075,"['gabapentin', 'pramipexole hydrochloride']","['DB00996', 'DB00413']","['CID3446', '-1']",migraine,Headache disorders,DB00996,DB00413,1
US20080021075,"['gabapentin', 'pramipexole hydrochloride']","['DB00996', 'DB00413']","['CID3446', '-1']",pain neuropathic,Other disorders of the nervous system,DB00996,DB00413,1
US20080021076,"['pramipexole hydrochloride', 'duloxetine hydrochloride']","['DB00413', 'DB00476']","['-1', 'CID44181886']",fibromyalgia,"General symptoms, signs or clinical findings",DB00413,DB00476,2
US20080021076,"['pramipexole hydrochloride', 'duloxetine hydrochloride']","['DB00413', 'DB00476']","['-1', 'CID44181886']",migraine,Headache disorders,DB00413,DB00476,1
US20080021076,"['pramipexole hydrochloride', 'duloxetine hydrochloride']","['DB00413', 'DB00476']","['-1', 'CID44181886']",pain neuropathic,Other disorders of the nervous system,DB00413,DB00476,1
US20080119483,"['itraconazole', 'ketoconazole']","['DB01167', 'DB01026']","['CID55283', 'CID3823']",infection protozoal,Parasitic diseases,DB01167,DB01026,1
US20080139480,"['ciclopirox olamine', 'imatinib mesylate']","['DB01188', 'DB00619']","['CID45480172', 'CID123596']",leukemia,Neoplasms,DB01188,DB00619,1
US20080139584,"['nifedipine', 'pentoxifylline']","['DB01115', 'DB00806']","['CID4485', 'CID4740']",lesion skin,"Symptoms, signs or clinical findings involving the skin",DB01115,DB00806,1
US20080146534,"['cilostazol', 'ezetimibe']","['DB01166', 'DB00973']","['CID2754', 'CID150311']",atherosclerosis,Diseases of arteries or arterioles,DB01166,DB00973,1
US20080167290,"['amoxapine', 'escitalopram oxalate']","['DB00543', 'DB01175']","['CID2170', 'CID146571']",anxiety disorder,"Mental, behavioural or neurodevelopmental disorders",DB00543,DB01175,1
US20080167290,"['amoxapine', 'escitalopram oxalate']","['DB00543', 'DB01175']","['CID2170', 'CID146571']",depression,Mood disorders,DB00543,DB01175,1
US20080194567,"['hydrochlorothiazide', 'levosimendan']","['DB00999', 'DB00922']","['CID3639', 'CID3033825']",cardiomyopathy,Diseases of the myocardium or cardiac chambers,DB00999,DB00922,1
US20080194567,"['hydrochlorothiazide', 'levosimendan']","['DB00999', 'DB00922']","['CID3639', 'CID3033825']",congestive heart failure,Heart failure,DB00999,DB00922,1
US20080194567,"['hydrochlorothiazide', 'levosimendan']","['DB00999', 'DB00922']","['CID3639', 'CID3033825']",coronary artery disease,Diseases of the circulatory system,DB00999,DB00922,1
US20080207593,"['loratadine', 'chlorphenamine maleate']","['DB00455', 'DB01114']","['CID3957', '-1']",eczema,Inflammatory dermatoses,DB00455,DB01114,1
US20080207593,"['loratadine', 'chlorphenamine maleate']","['DB00455', 'DB01114']","['CID3957', '-1']",rhinitis allergic,Allergic or hypersensitivity conditions,DB00455,DB01114,1
US20080260796,"['minocycline hydrochloride', 'rifampicin']","['DB01017', 'DB01045']","['CID54675783', 'CID5381226']",infections,Certain infectious or parasitic diseases,DB01017,DB01045,2
US20080305186,"['doxycycline hydrate', 'carbamazepine']","['DB00254', 'DB00564']","['-1', 'CID2554']",hypertension,Hypertensive diseases,DB00254,DB00564,1
US20080305186,"['doxycycline hydrate', 'carbamazepine']","['DB00254', 'DB00564']","['-1', 'CID2554']",hypertrophy cardiac,Diseases of the myocardium or cardiac chambers,DB00254,DB00564,1
US20090185973,"['adenosine', 'dipyridamole']","['DB00640', 'DB00975']","['CID60961', 'CID3108']",cardiovascular disorders,Certain specified forms of heart disease,DB00640,DB00975,1
