id,drug_names,drugbank_identifier,pubchem_identifier,conditions,ICD_top_level_name,drugbank_id_A,drugbank_id_B,drugA,drugB,Combination_Count
CN108261541,"['ciclosporin', 'fibronectin']","['DB00091', 'DB15150']","['CID5284373', '-1']",sjogren syndrome,Inflammatory dermatoses,DB00091,DB15150,ciclosporin,fibronectin,1
CN108272780,"['curcumin', 'trans-resveratrol']","['DB11672', 'DB02709']","['CID969516', 'CID445154']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB11672,DB02709,curcumin,trans-resveratrol,1
CN108272802,"['berberine chloride', 'tofacitinib citrate']","['DB04115', 'DB08895']","['-1', 'CID10174505']",ulcerative colitis,Inflammatory bowel diseases,DB04115,DB08895,berberine chloride,tofacitinib citrate,1
CN108309963,"['disulfiram', 'paclitaxel']","['DB00822', 'DB01229']","['CID3117', 'CID36314']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00822,DB01229,disulfiram,paclitaxel,1
CN108324714,"['sulbactam sodium', 'azlocillin sodium']","['DB09324', 'DB01061']","['CID23663973', 'CID23685176']",infection bacterial,Other bacterial diseases,DB09324,DB01061,sulbactam sodium,azlocillin sodium,1
CN108348513,"['dabrafenib mesylate', 'ribociclib']","['DB08912', 'DB11730']","['CID44516822', 'CID44631912']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB08912,DB11730,dabrafenib mesylate,ribociclib,1
CN108348516,"['gatifloxacin', 'ketotifen']","['DB01044', 'DB00920']","['CID5379', 'CID3827']",allergy,Allergic or hypersensitivity conditions,DB01044,DB00920,gatifloxacin,ketotifen,1
CN108354899,"['methoxamine hydrochloride', 'atropine sulfate']","['DB00723', 'DB00572']","['CID6081', '-1']",hypotension,Diseases of the circulatory system,DB00723,DB00572,methoxamine hydrochloride,atropine sulfate,1
CN108354915,"['trans-resveratrol', 'sodium pyruvate']","['DB02709', 'DB00119']","['CID445154', 'CID23662274']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB02709,DB00119,trans-resveratrol,sodium pyruvate,1
CN108367006,"['cerdulatinib', 'venetoclax']","['DB15499', 'DB11581']","['CID44595079', 'CID49846579']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB15499,DB11581,cerdulatinib,venetoclax,1
CN108367011,"['cetuximab', 'motolimod']","['DB00002', 'DB12303']","['-1', 'CID16049404']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00002,DB12303,cetuximab,motolimod,1
CN108371712,"['caffeine', 'pioglitazone']","['DB00201', 'DB01132']","['CID2519', 'CID4829']",dementia alzheimer type,Neurocognitive disorders,DB00201,DB01132,caffeine,pioglitazone,1
CN108379259,"['ascorbic acid', 'glutamine']","['DB00126', 'DB00130']","['-1', 'CID5961']",anxiety disorder,"Mental, behavioural or neurodevelopmental disorders",DB00126,DB00130,ascorbic acid,glutamine,1
CN108392483,"['paclitaxel', '2-methoxyestradiol']","['DB01229', 'DB02342']","['CID36314', 'CID66414']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01229,DB02342,paclitaxel,2-methoxyestradiol,1
CN108392623,"['metoclopramide hydrochloride', 'human angiotensin ii']","['DB01233', 'DB11842']","['CID4168', '-1']",block neuromuscular,Disorders of the visual organs,DB01233,DB11842,metoclopramide hydrochloride,human angiotensin ii,1
CN108403699,"['sorafenib', 'pevonedistat']","['DB00398', 'DB11759']","['CID216239', 'CID16720766']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00398,DB11759,sorafenib,pevonedistat,1
CN108403707,"['doxorubicin hydrochloride', 'myricetol']","['DB00997', 'DB02375']","['CID31703', 'CID5281672']",cancer breast,Disorders of breast,DB00997,DB02375,doxorubicin hydrochloride,myricetol,1
CN108420802,"['levodopa', 'curcumin']","['DB01235', 'DB11672']","['CID6047', 'CID969516']",parkinson's disease,Movement disorders,DB01235,DB11672,levodopa,curcumin,1
CN108430474,"['cilostazol', 'aripiprazole']","['DB01166', 'DB01238']","['CID2754', 'CID60795']",dementia,Neurocognitive disorders,DB01166,DB01238,cilostazol,aripiprazole,2
CN108430474,"['cilostazol', 'aripiprazole']","['DB01166', 'DB01238']","['CID2754', 'CID60795']",depression,Mood disorders,DB01166,DB01238,cilostazol,aripiprazole,1
CN108434124,"['epirubicin hydrochloride', 'vitamin e succinate']","['DB00445', 'DB14001']","['CID65348', '-1']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00445,DB14001,epirubicin hydrochloride,vitamin e succinate,1
CN108452309,"['enalapril maleate', 'ibrutinib']","['DB00584', 'DB09053']","['CID5388961', 'CID24821094']",optic neuritis,Isolated demyelinating syndromes of the central nervous system,DB00584,DB09053,enalapril maleate,ibrutinib,1
CN108452310,"['zoledronic acid monohydrate', 'trametinib dimethyl sulfoxide']","['DB00399', 'DB08911']","['-1', 'CID11707110']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00399,DB08911,zoledronic acid monohydrate,trametinib dimethyl sulfoxide,1
CN108484633,"['artesunate', 'arsenic trioxide']","['DB09274', 'DB01169']","['CID6917864', 'CID261004']",acute myeloid leukemia,Neoplasms,DB09274,DB01169,artesunate,arsenic trioxide,1
CN108542904,"['berberine chloride', 'fingolimod hydrochloride']","['DB04115', 'DB08868']","['-1', 'CID107969']",ulcerative colitis,Inflammatory bowel diseases,DB04115,DB08868,berberine chloride,fingolimod hydrochloride,1
CN108578367,"['citicoline sodium', 'doconexent']","['DB12153', 'DB03756']","['CID36605', 'CID445580']",ischemia-reperfusion injury,Diseases of liver,DB12153,DB03756,citicoline sodium,doconexent,1
CN108578406,"['loratadine', 'luteolin']","['DB00455', 'DB15584']","['CID3957', 'CID5280445']",rhinitis allergic,Allergic or hypersensitivity conditions,DB00455,DB15584,loratadine,luteolin,1
CN108578419,"['metformin hydrochloride', 'ginsenoside rg1']","['DB00331', 'DB06750']","['CID14219', 'CID441923']",diabetes type 2,Endocrine diseases,DB00331,DB06750,metformin hydrochloride,ginsenoside rg1,1
CN108619148,"['formoterol fumarate', 'tiotropium bromide']","['DB00983', 'DB01409']","['CID53477580', '-1']",cancer lung,Neoplasms of the respiratory system,DB00983,DB01409,formoterol fumarate,tiotropium bromide,1
CN108635581,"['artesunate', 'aminolevulinic acid methyl ester']","['DB09274', 'DB00992']","['CID6917864', 'CID157922']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB09274,DB00992,artesunate,aminolevulinic acid methyl ester,1
CN108635585,"['metronidazole', 'ofloxacin']","['DB00916', 'DB01165']","['CID4173', 'CID149096']",vaginitis bacterial,Diseases of the female genital system,DB00916,DB01165,metronidazole,ofloxacin,1
CN108653256,"['doxorubicin hydrochloride', 'mitoxantrone hydrochloride']","['DB00997', 'DB01204']","['CID31703', 'CID51082']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00997,DB01204,doxorubicin hydrochloride,mitoxantrone hydrochloride,1
CN108653269,"['curcumin', 'dihydromyricetin']","['DB11672', 'DB15645']","['CID969516', '-1']",cardiomyopathy,Diseases of the myocardium or cardiac chambers,DB11672,DB15645,curcumin,dihydromyricetin,1
CN108704139,"['adenosine', 'gsk-690693']","['DB00640', 'DB12745']","['CID60961', 'CID16725726']",cancer pancreas,Diseases of pancreas,DB00640,DB12745,adenosine,gsk-690693,1
CN108721269,"['doconexent', 'icosapent']","['DB03756', 'DB00159']","['CID445580', 'CID446284']",anxiety disorder,"Mental, behavioural or neurodevelopmental disorders",DB03756,DB00159,doconexent,icosapent,2
CN108721310,"['doxorubicin hydrochloride', 'propranolol hydrochloride']","['DB00997', 'DB00571']","['CID31703', 'CID4946']",lymphoma,Neoplasms,DB00997,DB00571,doxorubicin hydrochloride,propranolol hydrochloride,1
CN108721330,"['parthenolide', 'arsenic trioxide']","['DB13063', 'DB01169']","['CID5353864', 'CID261004']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB13063,DB01169,parthenolide,arsenic trioxide,1
CN108743949,"['ribavirin', 'ascorbic acid']","['DB00811', 'DB00126']","['CID37542', '-1']",influenza,Diseases of the respiratory system,DB00811,DB00126,ribavirin,ascorbic acid,1
CN108771573,"['paclitaxel', 'epinastine hydrochloride']","['DB01229', 'DB00751']","['CID36314', 'CID3241']",coronary artery disease,Diseases of the circulatory system,DB01229,DB00751,paclitaxel,epinastine hydrochloride,1
CN108771573,"['paclitaxel', 'epinastine hydrochloride']","['DB01229', 'DB00751']","['CID36314', 'CID3241']",esophageal disorders,Diseases of the digestive system,DB01229,DB00751,paclitaxel,epinastine hydrochloride,1
CN108785675,"['doxorubicin hydrochloride', 'simvastatin']","['DB00997', 'DB00641']","['CID31703', 'CID54454']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00997,DB00641,doxorubicin hydrochloride,simvastatin,1
CN108815169,"['latanoprost', 'betamethasone']","['DB00654', 'DB00443']","['CID5311221', 'CID9782']",glaucoma,Disorders of the visual organs,DB00654,DB00443,latanoprost,betamethasone,1
CN108836967,"['paliperidone', 'sertraline hydrochloride']","['DB01267', 'DB01104']","['CID115237', 'CID68617']",schizophrenia,Schizophrenia or other primary psychotic disorders,DB01267,DB01104,paliperidone,sertraline hydrochloride,1
CN108853474,"['ciclosporin', 'rosuvastatin calcium']","['DB00091', 'DB01098']","['CID5284373', 'CID5282455']",hyperlipidemia,Metabolic disorders,DB00091,DB01098,ciclosporin,rosuvastatin calcium,2
CN108853507,"['chloroquine phosphate', 'vismodegib']","['DB00608', 'DB08828']","['CID64927', 'CID24776445']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00608,DB08828,chloroquine phosphate,vismodegib,1
CN108888754,"['ubenimex', 'dulanermin']","['DB03424', 'DB12349']","['CID72172', '-1']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB03424,DB12349,ubenimex,dulanermin,1
CN108904518,"['auranofin', 'sorafenib']","['DB00995', 'DB00398']","['CID16667669', 'CID216239']",cancer liver,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00995,DB00398,auranofin,sorafenib,1
CN108926569,"['risperidone', 'sertraline hydrochloride']","['DB00734', 'DB01104']","['CID5073', 'CID68617']",schizophrenia,Schizophrenia or other primary psychotic disorders,DB00734,DB01104,risperidone,sertraline hydrochloride,1
CN108926572,"['gentamicin sulfate', 'ciprofloxacin hydrochloride']","['DB00798', 'DB00537']","['CID3467', 'CID62999']",infection bacterial,Other bacterial diseases,DB00798,DB00537,gentamicin sulfate,ciprofloxacin hydrochloride,1
CN108938635,"['sertraline hydrochloride', 'ziprasidone hydrochloride']","['DB01104', 'DB00246']","['CID68617', 'CID60854']",schizophrenia,Schizophrenia or other primary psychotic disorders,DB01104,DB00246,sertraline hydrochloride,ziprasidone hydrochloride,1
CN108938645,"['sertraline hydrochloride', 'olanzapine']","['DB01104', 'DB00334']","['CID68617', 'CID4585']",schizophrenia,Schizophrenia or other primary psychotic disorders,DB01104,DB00334,sertraline hydrochloride,olanzapine,1
CN108938663,"['doxorubicin hydrochloride', 'paclitaxel']","['DB00997', 'DB01229']","['CID31703', 'CID36314']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00997,DB01229,doxorubicin hydrochloride,paclitaxel,2
CN108992454,"['tofacitinib citrate', 'crisaborole']","['DB08895', 'DB05219']","['CID10174505', 'CID44591583']",dermatitis,Inflammatory dermatoses,DB08895,DB05219,tofacitinib citrate,crisaborole,2
CN108992454,"['tofacitinib citrate', 'crisaborole']","['DB08895', 'DB05219']","['CID10174505', 'CID44591583']",systemic lupus erythematosus,Diseases of the musculoskeletal system or connective tissue,DB08895,DB05219,tofacitinib citrate,crisaborole,1
CN108992454,"['tofacitinib citrate', 'crisaborole']","['DB08895', 'DB05219']","['CID10174505', 'CID44591583']",urticaria,Allergic or hypersensitivity conditions,DB08895,DB05219,tofacitinib citrate,crisaborole,1
CN109044972,"['paclitaxel', 'capsaicin']","['DB01229', 'DB06774']","['CID36314', 'CID1548943']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01229,DB06774,paclitaxel,capsaicin,1
CN109045007,"['genistein', 'chlorambucil']","['DB01645', 'DB00291']","['CID5280961', 'CID2708']",lymphoma,Neoplasms,DB01645,DB00291,genistein,chlorambucil,1
CN109069466,"['donepezil hydrochloride', 'idalopirdine']","['DB00843', 'DB11957']","['CID5741', 'CID21071390']",dementia alzheimer type,Neurocognitive disorders,DB00843,DB11957,donepezil hydrochloride,idalopirdine,2
CN109091480,"['10-hydroxycamptothecin', 'crizotinib']","['DB12385', 'DB08865']","['-1', 'CID11626560']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB12385,DB08865,10-hydroxycamptothecin,crizotinib,2
CN109091484,"['ginsenoside b2', 'ginkgolide a']","['DB14815', 'DB06743']","['CID441921', 'CID441293']",dementia alzheimer type,Neurocognitive disorders,DB14815,DB06743,ginsenoside b2,ginkgolide a,1
CN109106716,"['fluorouracil', 'formononetin']","['DB00544', 'DB15335']","['CID3385', 'CID5280378']",cancer colon,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00544,DB15335,fluorouracil,formononetin,1
CN109125322,"['loratadine', 'artesunate']","['DB00455', 'DB09274']","['CID3957', 'CID6917864']",eczema,Inflammatory dermatoses,DB00455,DB09274,loratadine,artesunate,1
CN109125327,"['berberine chloride', 'gefitinib']","['DB04115', 'DB00317']","['-1', 'CID123631']",cancer lung (non-small cell) (nsclc),Neoplasms of the respiratory system,DB04115,DB00317,berberine chloride,gefitinib,1
CN109172551,"['pseudoephedrine hydrochloride', 'dextromethorphan hydrobromide']","['DB00852', 'DB00514']","['CID7028', 'CID5464025']",diabetes,Endocrine diseases,DB00852,DB00514,pseudoephedrine hydrochloride,dextromethorphan hydrobromide,1
CN109172551,"['pseudoephedrine hydrochloride', 'dextromethorphan hydrobromide']","['DB00852', 'DB00514']","['CID7028', 'CID5464025']",obesity,Nutritional disorders,DB00852,DB00514,pseudoephedrine hydrochloride,dextromethorphan hydrobromide,1
CN109200272,"['exenatide', 'tannic acid']","['DB01276', 'DB09372']","['CID45588096', 'CID16129778']",diabetes type 2,Endocrine diseases,DB01276,DB09372,exenatide,tannic acid,2
CN109223742,"['simvastatin', 'metformin hydrochloride']","['DB00641', 'DB00331']","['CID54454', 'CID14219']",cancer breast,Disorders of breast,DB00641,DB00331,simvastatin,metformin hydrochloride,1
CN109224071,"['berberine chloride', 'nivolumab']","['DB04115', 'DB09035']","['-1', '-1']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB04115,DB09035,berberine chloride,nivolumab,1
CN109260209,"['1,25-dihydroxyvitamin-d3', 'emodin']","['DB00136', 'DB07715']","['CID5280453', 'CID3220']",osteoporosis,Osteopathies or chondropathies,DB00136,DB07715,"1,25-dihydroxyvitamin-d3",emodin,2
CN109288850,"['ursodeoxycholic acid', 'camrelizumab']","['DB01586', 'DB14776']","['CID31401', '-1']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01586,DB14776,ursodeoxycholic acid,camrelizumab,1
CN109289057,"['dexamethasone', 'folic acid']","['DB01234', 'DB00158']","['CID5743', 'CID6037']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB01234,DB00158,dexamethasone,folic acid,1
CN109310688,"['cilostazol', 'taxifolin']","['DB01166', 'DB02224']","['CID2754', 'CID439533']",dementia alzheimer type,Neurocognitive disorders,DB01166,DB02224,cilostazol,taxifolin,1
CN109316602,"['ropivacaine hydrochloride', 'parecoxib sodium']","['DB00296', 'DB08439']","['CID175805', 'CID15895902']",lesion skin,"Symptoms, signs or clinical findings involving the skin",DB00296,DB08439,ropivacaine hydrochloride,parecoxib sodium,1
CN109316602,"['ropivacaine hydrochloride', 'parecoxib sodium']","['DB00296', 'DB08439']","['CID175805', 'CID15895902']",pain,"General symptoms, signs or clinical findings",DB00296,DB08439,ropivacaine hydrochloride,parecoxib sodium,1
CN109330993,"['diclofenac sodium', 'cyclobenzaprine hydrochloride']","['DB00586', 'DB00924']","['CID5018304', 'CID22576']",pain,"General symptoms, signs or clinical findings",DB00586,DB00924,diclofenac sodium,cyclobenzaprine hydrochloride,2
CN109364036,"['calcium carbonate', 'cholecalciferol']","['DB06724', 'DB00169']","['CID10112', 'CID5280795']",aging,Diseases of the stomach or the duodenum,DB06724,DB00169,calcium carbonate,cholecalciferol,1
CN109364036,"['calcium carbonate', 'cholecalciferol']","['DB06724', 'DB00169']","['CID10112', 'CID5280795']",dementia senile,Neurocognitive disorders,DB06724,DB00169,calcium carbonate,cholecalciferol,1
CN109364036,"['calcium carbonate', 'cholecalciferol']","['DB06724', 'DB00169']","['CID10112', 'CID5280795']",diabetes,Endocrine diseases,DB06724,DB00169,calcium carbonate,cholecalciferol,1
CN109364036,"['calcium carbonate', 'cholecalciferol']","['DB06724', 'DB00169']","['CID10112', 'CID5280795']",fatigue,Symptoms or signs involving motivation or energy,DB06724,DB00169,calcium carbonate,cholecalciferol,1
CN109364036,"['calcium carbonate', 'cholecalciferol']","['DB06724', 'DB00169']","['CID10112', 'CID5280795']",hypertension,Hypertensive diseases,DB06724,DB00169,calcium carbonate,cholecalciferol,1
CN109364036,"['calcium carbonate', 'cholecalciferol']","['DB06724', 'DB00169']","['CID10112', 'CID5280795']",osteoporosis,Osteopathies or chondropathies,DB06724,DB00169,calcium carbonate,cholecalciferol,1
CN109364062,"['amphotericin b', 'moxidectin']","['DB00681', 'DB11431']","['CID5280965', 'CID9571036']",infection candidal,Diseases of the urinary system,DB00681,DB11431,amphotericin b,moxidectin,1
CN109364148,"['genistein', 'andrographolide']","['DB01645', 'DB05767']","['CID5280961', 'CID5318517']",cervicitis,Diseases of the female genital system,DB01645,DB05767,genistein,andrographolide,3
CN109364148,"['genistein', 'andrographolide']","['DB01645', 'DB05767']","['CID5280961', 'CID5318517']",pain abdominal,"Symptoms, signs or clinical findings, not elsewhere classified",DB01645,DB05767,genistein,andrographolide,1
CN109364253,"['doxorubicin hydrochloride', 'losartan potassium']","['DB00997', 'DB00678']","['CID31703', 'CID11751549']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00997,DB00678,doxorubicin hydrochloride,losartan potassium,1
CN109364254,"['prednisolone', 'azathioprine']","['DB00860', 'DB00993']","['CID5755', 'CID2265']",hepatitis autoimmune,Organ specific autoimmune disorders,DB00860,DB00993,prednisolone,azathioprine,1
CN109364265,"['ibuprofen', 'iopamidol']","['DB01050', 'DB08947']","['CID3672', 'CID65492']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01050,DB08947,ibuprofen,iopamidol,1
CN109364265,"['ibuprofen', 'iopamidol']","['DB01050', 'DB08947']","['CID3672', 'CID65492']",hyperthermia,"General symptoms, signs or clinical findings",DB01050,DB08947,ibuprofen,iopamidol,1
CN109394715,"['losartan potassium', 'pioglitazone hydrochloride']","['DB00678', 'DB01132']","['CID11751549', 'CID60560']",diabetes,Endocrine diseases,DB00678,DB01132,losartan potassium,pioglitazone hydrochloride,1
CN109394715,"['losartan potassium', 'pioglitazone hydrochloride']","['DB00678', 'DB01132']","['CID11751549', 'CID60560']",hypertension,Hypertensive diseases,DB00678,DB01132,losartan potassium,pioglitazone hydrochloride,1
CN109394719,"['losartan potassium', 'repaglinide']","['DB00678', 'DB00912']","['CID11751549', 'CID65981']",diabetes,Endocrine diseases,DB00678,DB00912,losartan potassium,repaglinide,1
CN109394719,"['losartan potassium', 'repaglinide']","['DB00678', 'DB00912']","['CID11751549', 'CID65981']",hypertension,Hypertensive diseases,DB00678,DB00912,losartan potassium,repaglinide,1
CN109395085,"['fluvastatin sodium', 'abiraterone acetate']","['DB01095', 'DB05812']","['CID23679527', 'CID9821849']",glioma,Neoplasms of brain or central nervous system,DB01095,DB05812,fluvastatin sodium,abiraterone acetate,1
CN109395085,"['fluvastatin sodium', 'abiraterone acetate']","['DB01095', 'DB05812']","['CID23679527', 'CID9821849']",neuroblastoma,Endocrine diseases,DB01095,DB05812,fluvastatin sodium,abiraterone acetate,1
CN109419800,"['icosapent', 'butylphthalide']","['DB00159', 'DB12749']","['CID446284', 'CID61361']",dementia vascular,Neurocognitive disorders,DB00159,DB12749,icosapent,butylphthalide,1
CN109419800,"['icosapent', 'butylphthalide']","['DB00159', 'DB12749']","['CID446284', 'CID61361']",hyperlipidemia,Metabolic disorders,DB00159,DB12749,icosapent,butylphthalide,1
CN109419800,"['icosapent', 'butylphthalide']","['DB00159', 'DB12749']","['CID446284', 'CID61361']",ischemia cerebral,Diseases of the nervous system,DB00159,DB12749,icosapent,butylphthalide,1
CN109420164,"['amoxicillin trihydrate', 'bromelain']","['DB01060', 'DB13281']","['CID62883', '-1']",bronchitis,Certain lower respiratory tract diseases,DB01060,DB13281,amoxicillin trihydrate,bromelain,1
CN109420164,"['amoxicillin trihydrate', 'bromelain']","['DB01060', 'DB13281']","['CID62883', '-1']",pneumonia infectious,Diseases of the respiratory system,DB01060,DB13281,amoxicillin trihydrate,bromelain,3
CN109420164,"['amoxicillin trihydrate', 'bromelain']","['DB01060', 'DB13281']","['CID62883', '-1']",reflux laryngitis,Upper respiratory tract disorders,DB01060,DB13281,amoxicillin trihydrate,bromelain,3
CN109420166,"['ofatumumab', 'rituximab']","['DB06650', 'DB00073']","['-1', '-1']",acute lymphocytic leukemia,Neoplasms,DB06650,DB00073,ofatumumab,rituximab,3
CN109420166,"['ofatumumab', 'rituximab']","['DB06650', 'DB00073']","['-1', '-1']",rheumatoid arthritis,Nonorgan specific systemic autoimmune disorders,DB06650,DB00073,ofatumumab,rituximab,1
CN109431998,"['lidocaine hydrochloride', 'isopropyl myristate']","['DB00281', 'DB13966']","['CID6314', 'CID8042']",infection bacterial,Other bacterial diseases,DB00281,DB13966,lidocaine hydrochloride,isopropyl myristate,1
CN109431998,"['lidocaine hydrochloride', 'isopropyl myristate']","['DB00281', 'DB13966']","['CID6314', 'CID8042']",pain,"General symptoms, signs or clinical findings",DB00281,DB13966,lidocaine hydrochloride,isopropyl myristate,1
CN109432025,"['gliclazide', 'losartan potassium']","['DB01120', 'DB00678']","['CID3475', 'CID11751549']",diabetes,Endocrine diseases,DB01120,DB00678,gliclazide,losartan potassium,1
CN109432025,"['gliclazide', 'losartan potassium']","['DB01120', 'DB00678']","['CID3475', 'CID11751549']",hypertension,Hypertensive diseases,DB01120,DB00678,gliclazide,losartan potassium,1
CN109432026,"['acarbose', 'losartan potassium']","['DB00284', 'DB00678']","['CID444254', 'CID11751549']",diabetes,Endocrine diseases,DB00284,DB00678,acarbose,losartan potassium,1
CN109432026,"['acarbose', 'losartan potassium']","['DB00284', 'DB00678']","['CID444254', 'CID11751549']",hypertension,Hypertensive diseases,DB00284,DB00678,acarbose,losartan potassium,1
CN109432047,"['trimetazidine', 'astaxanthin']","['DB09069', 'DB06543']","['CID21109', 'CID5281224']",fibrosis pulmonary,Respiratory diseases principally affecting the lung interstitium,DB09069,DB06543,trimetazidine,astaxanthin,1
CN109432051,"['paclitaxel', 'curcumin']","['DB01229', 'DB11672']","['CID36314', 'CID969516']",cancer ovary,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01229,DB11672,paclitaxel,curcumin,1
CN109432055,"['curcumin', 'piperine']","['DB11672', 'DB12582']","['CID969516', 'CID638024']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB11672,DB12582,curcumin,piperine,1
CN109432055,"['curcumin', 'piperine']","['DB11672', 'DB12582']","['CID969516', 'CID638024']",infection bacterial,Other bacterial diseases,DB11672,DB12582,curcumin,piperine,1
CN109432055,"['curcumin', 'piperine']","['DB11672', 'DB12582']","['CID969516', 'CID638024']",infection viral,Certain other viral diseases,DB11672,DB12582,curcumin,piperine,1
CN109432101,"['tazobactam sodium', 'cefoperazone sodium']","['DB01606', 'DB01329']","['CID23663400', 'CID23663974']",endometritis,Diseases of the female genital system,DB01606,DB01329,tazobactam sodium,cefoperazone sodium,1
CN109432101,"['tazobactam sodium', 'cefoperazone sodium']","['DB01606', 'DB01329']","['CID23663400', 'CID23663974']",infection respiratory tract (lower),Diseases of the respiratory system,DB01606,DB01329,tazobactam sodium,cefoperazone sodium,1
CN109432101,"['tazobactam sodium', 'cefoperazone sodium']","['DB01606', 'DB01329']","['CID23663400', 'CID23663974']",infection viral upper respiratory tract,Upper respiratory tract disorders,DB01606,DB01329,tazobactam sodium,cefoperazone sodium,1
CN109432101,"['tazobactam sodium', 'cefoperazone sodium']","['DB01606', 'DB01329']","['CID23663400', 'CID23663974']",meningitis,Diseases of the nervous system,DB01606,DB01329,tazobactam sodium,cefoperazone sodium,1
CN109432101,"['tazobactam sodium', 'cefoperazone sodium']","['DB01606', 'DB01329']","['CID23663400', 'CID23663974']",peritonitis,Diseases of peritoneum,DB01606,DB01329,tazobactam sodium,cefoperazone sodium,1
CN109432107,"['doxycycline hydrate', 'metformin hydrochloride']","['DB00254', 'DB00331']","['-1', 'CID14219']",infection bacterial,Other bacterial diseases,DB00254,DB00331,doxycycline hydrate,metformin hydrochloride,1
CN109432425,"['doxorubicin hydrochloride', 'folic acid']","['DB00997', 'DB00158']","['CID31703', 'CID6037']",cancer breast,Disorders of breast,DB00997,DB00158,doxorubicin hydrochloride,folic acid,1
CN109453151,"['naphazoline hydrochloride', 'taurine']","['DB06711', 'DB01956']","['CID11079', 'CID1123']",conjunctivitis,Disorders of the visual organs,DB06711,DB01956,naphazoline hydrochloride,taurine,1
CN109464484,"['folic acid', 'pyridoxine hydrochloride']","['DB00158', 'DB00165']","['CID6037', 'CID6019']",hypertension,Hypertensive diseases,DB00158,DB00165,folic acid,pyridoxine hydrochloride,1
CN109481398,"['glucosamine sulfate', 'sodium alginate']","['DB01296', 'DB13518']","['-1', '-1']",osteoarthritis,Arthropathies,DB01296,DB13518,glucosamine sulfate,sodium alginate,1
CN109481454,"['fludarabine phosphate', 'artenimol']","['DB01073', 'DB11638']","['CID30751', 'CID107770']",cancer,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB01073,DB11638,fludarabine phosphate,artenimol,1
CN109498605,"['cannabidiol', 'cannabidivarin']","['DB09061', 'DB14050']","['CID644019', 'CID91158']",cervicitis,Diseases of the female genital system,DB09061,DB14050,cannabidiol,cannabidivarin,3
CN109498618,"['cisplatin', 'cyanein']","['DB00515', 'DB07348']","['CID5702198', 'CID5287620']",cancer ovary,"Malignant neoplasms, except primary neoplasms of lymphoid, haematopoietic, central nervous system or related tissues",DB00515,DB07348,cisplatin,cyanein,1
CN109498622,"['losartan potassium', 'rosiglitazone maleate']","['DB00678', 'DB00412']","['CID11751549', 'CID5281055']",diabetes,Endocrine diseases,DB00678,DB00412,losartan potassium,rosiglitazone maleate,1
